face_x,face_y,face_width,face_height,face_cam_x,face_cam_y,face_cam_z,torso_x,torso_y,torso_width,torso_height,torso_cam_x,torso_cam_y,torso_cam_z,person_x,person_y,person_width,person_height,person_cam_x,person_cam_y,person_cam_z,mean_cam_z
275.0,138.0,69.0,49.0,-0.03194028196275907,-1.390496731262247,9.757,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,9.757
176.0,132.0,75.0,54.0,-0.3495074969035893,-0.2945252013629433,1.992,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.992
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,264.0,143.0,335.0,132.0,1.3684700762427435,-0.3735282602612239,6.349,6.349
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,236.0,155.0,314.0,221.0,0.3625687462665093,0.10054354336144798,2.46,2.46
-1.0,-1.0,-1.0,-1.0,,,,286.0,171.0,294.0,206.0,0.2526547765284239,0.06560017915415059,1.153,-1.0,-1.0,-1.0,-1.0,,,,1.153
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,229.0,70.0,408.0,254.0,0.22570201198983225,-0.08260368243659587,1.03,1.03
415.0,84.0,109.0,85.0,0.27802248667076856,-0.20247598032497366,0.98,299.0,141.0,335.0,263.0,0.2719144659020257,0.052107665428679235,0.977,-1.0,-1.0,-1.0,-1.0,,,,0.9785
477.0,59.0,122.0,101.0,2.0278897169427914,-1.1789289675590655,4.977,342.0,142.0,336.0,296.0,0.3815242834930125,0.0911880410825517,1.068,-1.0,-1.0,-1.0,-1.0,,,,3.0225
467.0,57.0,119.0,98.0,2.1361196401800946,-1.340669460335764,5.535,334.0,145.0,333.0,304.0,0.40342395552882016,0.11633777331560564,1.189,-1.0,-1.0,-1.0,-1.0,,,,3.362
352.0,74.0,113.0,82.0,0.21611849128676694,-0.28047913648269857,1.24,255.0,141.0,334.0,259.0,0.2528379067600314,0.06311279731497488,1.268,-1.0,-1.0,-1.0,-1.0,,,,1.254
292.0,88.0,101.0,72.0,0.299922613189919,-1.1273465124417612,5.364,227.0,138.0,340.0,247.0,0.19520917768521284,0.04262580390110948,1.263,-1.0,-1.0,-1.0,-1.0,,,,3.3135
-1.0,-1.0,-1.0,-1.0,,,,227.0,148.0,320.0,232.0,0.18621891347038164,0.0532809389749055,1.3630000000000002,-1.0,-1.0,-1.0,-1.0,,,,1.3630000000000002
-1.0,-1.0,-1.0,-1.0,,,,117.0,148.0,325.0,221.0,-0.07346253840378145,0.036561562630657816,1.287,-1.0,-1.0,-1.0,-1.0,,,,1.287
155.0,93.0,100.0,74.0,-0.2433288181092312,-0.2557416044047705,1.2819999999999998,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.2819999999999998
222.0,116.0,82.0,55.0,-0.15474251714224654,-0.3181189221406661,1.804,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.804
367.0,131.0,74.0,52.0,1.5857528695308682,-1.436775728913574,9.488999999999999,295.0,179.0,285.0,187.0,0.1708583246515794,0.04026743848377976,0.755,-1.0,-1.0,-1.0,-1.0,,,,5.122000000000001
406.0,79.0,102.0,82.0,1.5507572322621055,-1.2852745593058614,5.915,302.0,138.0,337.0,246.0,2.1720077481682365,0.2567673128104837,7.608,-1.0,-1.0,-1.0,-1.0,,,,6.7615
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,402.0,154.0,323.0,129.0,3.518373903846153,-0.3330093470390781,7.779,7.779
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,447.0,171.0,307.0,112.0,1.168006770289295,-0.06031961218544773,2.252,2.252
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,453.0,160.0,318.0,137.0,1.0576643035016722,-0.04895877114697658,1.9580000000000002,1.9580000000000002
531.0,163.0,53.0,42.0,0.76075603502689,-0.1780605315722972,1.723,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.723
504.0,154.0,56.0,46.0,0.6271682321934893,-0.18308977835091256,1.581,-1.0,-1.0,-1.0,-1.0,,,,446.0,134.0,344.0,179.0,0.8556055013399194,-0.05265698088453012,1.5530000000000002,1.567
527.0,145.0,67.0,56.0,2.7864875747186235,-0.7664562278517641,6.235,-1.0,-1.0,-1.0,-1.0,,,,458.0,119.0,359.0,178.0,0.8810324478170586,-0.09128323993427244,1.506,3.8705
545.0,128.0,74.0,66.0,3.087956597896288,-0.9161172766530165,6.349,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,6.349
408.0,126.0,74.0,53.0,2.057565334453382,-1.3707104634251663,8.55,388.0,168.0,302.0,172.0,3.183522969771297,0.1655888525016077,7.779,-1.0,-1.0,-1.0,-1.0,,,,8.1645
205.0,121.0,76.0,49.0,-1.1543244897229203,-1.6395095128378818,9.488999999999999,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,9.488999999999999
91.0,124.0,73.0,52.0,-0.6313792168856902,-0.3138261199278048,1.915,61.0,151.0,311.0,169.0,-0.3273941505493393,-0.024142355022207837,1.925,-1.0,-1.0,-1.0,-1.0,,,,1.92
-1.0,-1.0,-1.0,-1.0,,,,54.0,159.0,300.0,163.0,-0.38836840154811203,-0.00737694777184394,2.0269999999999997,-1.0,-1.0,-1.0,-1.0,,,,2.0269999999999997
156.0,157.0,59.0,43.0,-0.4274290545102673,-0.215965023052502,1.894,-1.0,-1.0,-1.0,-1.0,,,,98.0,142.0,336.0,138.0,-0.32142625125467084,-0.2209764840988776,3.998,2.946
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,95.0,206.0,269.0,151.0,-0.2957185218307766,0.13975678967047192,2.015,2.015
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,96.0,196.0,282.0,149.0,-0.2621719427082994,0.09855152893032354,1.98,1.98
270.0,202.0,61.0,48.0,-0.03248236252930805,-0.04778980678328069,1.673,-1.0,-1.0,-1.0,-1.0,,,,189.0,181.0,297.0,160.0,0.07741423819044102,0.055653167563681334,1.649,1.661
224.0,189.0,71.0,52.0,-0.13812622367882765,-0.07155096628656532,1.486,157.0,224.0,243.0,165.0,-0.08978286809312977,0.1736500879358767,1.525,156.0,165.0,313.0,170.0,0.003173309523050585,0.021332396599084688,1.506,1.506
162.0,150.0,81.0,54.0,-1.8025312366252364,-1.0694712859397075,9.235,111.0,177.0,289.0,172.0,-0.1348696520637903,0.05025724746304044,1.347,107.0,125.0,353.0,179.0,-0.06936961750453235,-0.06940335702704463,1.39,1.39
-1.0,-1.0,-1.0,-1.0,,,,147.0,190.0,276.0,189.0,-0.191853607636158,0.3094052979144183,4.1419999999999995,-1.0,-1.0,-1.0,-1.0,,,,4.1419999999999995
-1.0,-1.0,-1.0,-1.0,,,,261.0,162.0,310.0,188.0,0.17354659699532698,0.02285970591052874,0.92,-1.0,-1.0,-1.0,-1.0,,,,0.92
537.0,88.0,119.0,98.0,3.2473791893078747,-1.1874117848489123,6.349,374.0,153.0,303.0,252.0,2.859507727760186,0.489795489220667,7.444,-1.0,-1.0,-1.0,-1.0,,,,6.8965
559.0,153.0,64.0,54.0,1.0753736109574057,-0.2363951581984944,2.14,-1.0,-1.0,-1.0,-1.0,,,,491.0,121.0,357.0,147.0,1.3921000945392148,-0.18536308702534088,2.1670000000000003,2.1535
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,468.0,136.0,342.0,167.0,1.4179422914199022,-0.09883725253861357,2.4090000000000003,2.4090000000000003
332.0,128.0,77.0,53.0,0.8256143089941884,-1.2194061462225196,7.779,-1.0,-1.0,-1.0,-1.0,,,,266.0,97.0,381.0,182.0,0.2413723556627799,-0.0891974256138842,0.927,4.353
485.0,96.0,100.0,87.0,0.2790376461815943,-0.12732302928983294,0.6940000000000001,351.0,158.0,319.0,245.0,0.26149417183228946,0.049466935105843005,0.732,-1.0,-1.0,-1.0,-1.0,,,,0.7130000000000001
515.0,71.0,115.0,90.0,0.5630568827557934,-0.2697437335617304,1.202,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.202
467.0,94.0,104.0,85.0,0.4614909279522075,-0.2333615739872963,1.236,355.0,149.0,325.0,250.0,0.4570572415902445,0.07032248172986134,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.236
502.0,94.0,102.0,80.0,0.5485911989331275,-0.2429566395882192,1.263,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.263
487.0,91.0,99.0,79.0,0.5064468338060127,-0.2501559843397677,1.254,-1.0,-1.0,-1.0,-1.0,,,,360.0,50.0,418.0,268.0,0.5890029827391837,-0.13145269655250266,1.272,1.263
475.0,96.0,98.0,77.0,0.4775455943993014,-0.2402635335278589,1.249,372.0,153.0,317.0,241.0,0.4929520699761546,0.06911393873673051,1.254,-1.0,-1.0,-1.0,-1.0,,,,1.2515
477.0,98.0,97.0,76.0,0.4797857538920571,-0.23581602419913686,1.249,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.249
478.0,98.0,95.0,75.0,0.4817064334512726,-0.2389927003161139,1.254,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.254
476.0,97.0,96.0,76.0,0.4794573061462963,-0.2389927003161139,1.254,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.254
473.0,91.0,96.0,75.0,0.4745947325416995,-0.2556365343844335,1.259,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.259
474.0,91.0,95.0,75.0,0.4761025791899655,-0.25644872353259696,1.263,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.263
477.0,92.0,96.0,75.0,0.4870843362170763,-0.25520637717003514,1.268,-1.0,-1.0,-1.0,-1.0,,,,364.0,50.0,417.0,260.0,0.5874154167851621,-0.13852314410322986,1.254,1.261
475.0,96.0,95.0,77.0,0.4783678485569394,-0.2429566395882192,1.263,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.263
478.0,97.0,93.0,75.0,0.4848100990378818,-0.24391846318120497,1.268,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.268
478.0,98.0,93.0,75.0,0.4863394684354775,-0.24242321754553184,1.272,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.272
478.0,98.0,93.0,74.0,0.4848100990378818,-0.24166088038343894,1.268,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.268
478.0,98.0,94.0,74.0,0.4886208798644489,-0.24242321754553184,1.272,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.272
478.0,99.0,93.0,75.0,0.4863394684354775,-0.24015851303547006,1.272,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.272
-1.0,-1.0,-1.0,-1.0,,,,395.0,165.0,306.0,226.0,0.5257793802006708,0.07912491812746011,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.236
479.0,96.0,98.0,74.0,0.4904013983620798,-0.24442873965893105,1.259,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.259
479.0,97.0,97.0,74.0,0.4862046880612254,-0.2412253571208447,1.254,405.0,171.0,300.0,217.0,0.5452387675340526,0.08191770339598745,1.245,390.0,68.0,410.0,230.0,0.6462809387606989,-0.1332969060906696,1.268,1.254
478.0,97.0,95.0,77.0,0.4797857538920571,-0.2380397788634979,1.249,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.249
478.0,99.0,95.0,76.0,0.4797857538920571,-0.23359226953477585,1.249,381.0,163.0,309.0,238.0,0.5021873488196128,0.08885215679757166,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.249
478.0,100.0,94.0,76.0,0.4797857538920571,-0.2313685148704148,1.249,382.0,155.0,311.0,236.0,0.508695961110989,0.06911393873673051,1.254,-1.0,-1.0,-1.0,-1.0,,,,1.2515
478.0,98.0,97.0,76.0,0.4804821954876634,-0.2350608087493397,1.245,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.245
478.0,98.0,96.0,75.0,0.4804821954876634,-0.23727744170140494,1.245,382.0,156.0,312.0,235.0,0.5052407572853247,0.06834233176518807,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.2425000000000002
477.0,98.0,97.0,76.0,0.4782492102446846,-0.2350608087493397,1.245,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.245
477.0,99.0,96.0,76.0,0.4782492102446846,-0.23284417579727454,1.245,369.0,158.0,311.0,244.0,0.4760162250017057,0.08413433634805266,1.245,-1.0,-1.0,-1.0,-1.0,,,,1.245
477.0,98.0,97.0,77.0,0.4782492102446846,-0.2350608087493397,1.245,367.0,157.0,311.0,247.0,0.4715502545157478,0.08413433634805266,1.245,-1.0,-1.0,-1.0,-1.0,,,,1.245
477.0,99.0,97.0,76.0,0.4782492102446846,-0.23284417579727454,1.245,361.0,152.0,319.0,255.0,0.4670842840297899,0.08191770339598745,1.245,-1.0,-1.0,-1.0,-1.0,,,,1.245
478.0,99.0,96.0,76.0,0.4785525481162271,-0.2319090586253979,1.24,367.0,157.0,312.0,245.0,0.4718804958239527,0.08158871663536098,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.24
478.0,99.0,96.0,76.0,0.4785525481162271,-0.2319090586253979,1.24,368.0,156.0,313.0,245.0,0.472575143857115,0.07912491812746011,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.238
478.0,99.0,95.0,76.0,0.4763285306854689,-0.2319090586253979,1.24,368.0,155.0,314.0,245.0,0.4747919870380965,0.07692430902806044,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.238
477.0,100.0,92.0,77.0,0.4703583006761335,-0.2289603557884969,1.236,360.0,150.0,327.0,254.0,0.4703583006761335,0.07692430902806044,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.236
477.0,101.0,93.0,76.0,0.4718804958239527,-0.2274935970020069,1.24,360.0,150.0,325.0,254.0,0.4681414574951519,0.07692430902806044,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.238
475.0,101.0,93.0,77.0,0.4674324609624364,-0.2274935970020069,1.24,364.0,159.0,308.0,249.0,0.45927408477122605,0.0901279636244586,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.238
478.0,100.0,96.0,76.0,0.4785525481162271,-0.22970132781370245,1.24,361.0,150.0,326.0,251.0,0.472575143857115,0.07252309082926105,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.238
477.0,99.0,97.0,76.0,0.4763285306854689,-0.2319090586253979,1.24,364.0,159.0,309.0,248.0,0.45927408477122605,0.0901279636244586,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.238
476.0,101.0,92.0,76.0,0.4715502545157478,-0.2284109098931441,1.245,365.0,158.0,309.0,246.0,0.46485129878681103,0.08635096930011789,1.245,-1.0,-1.0,-1.0,-1.0,,,,1.245
478.0,99.0,97.0,75.0,0.4820259133848127,-0.23581602419913686,1.249,369.0,162.0,305.0,249.0,0.4693172692727688,0.09743413406044403,1.245,351.0,55.0,416.0,275.0,0.5621828151349704,-0.11253316145923443,1.263,1.249
476.0,98.0,97.0,77.0,0.4760162250017057,-0.2350608087493397,1.245,379.0,144.0,333.0,233.0,0.5245889437471686,0.03992955418162928,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.247
475.0,99.0,97.0,78.0,0.4737832397587267,-0.2306275428452093,1.245,380.0,143.0,334.0,230.0,0.5290692627326797,0.035482044852907235,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.247
475.0,99.0,97.0,78.0,0.4737832397587267,-0.2306275428452093,1.245,379.0,141.0,336.0,231.0,0.5290692627326797,0.03103453552418521,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.247
474.0,98.0,98.0,78.0,0.4737832397587267,-0.23284417579727454,1.245,379.0,143.0,333.0,232.0,0.5245889437471686,0.03770579951726827,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.247
475.0,100.0,97.0,79.0,0.4806331179239131,-0.2317132363012377,1.263,379.0,143.0,333.0,232.0,0.5153487862111896,0.03704164612304897,1.227,-1.0,-1.0,-1.0,-1.0,,,,1.245
474.0,99.0,99.0,78.0,0.4825358618586871,-0.2348881319901409,1.268,371.0,142.0,333.0,243.0,0.4997714705651823,0.04596653962469623,1.232,364.0,51.0,416.0,257.0,0.5808573499311014,-0.13918436453418753,1.24,1.24
472.0,96.0,97.0,77.0,0.4790896632177041,-0.2456497456485795,1.277,392.0,178.0,293.0,224.0,0.4999438783783012,0.10476378877180798,1.227,-1.0,-1.0,-1.0,-1.0,,,,1.2520000000000002
470.0,96.0,97.0,77.0,0.4763668096089901,-0.2466115692415653,1.2819999999999998,389.0,166.0,300.0,223.0,0.5074647747160829,0.07717325501197,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.261
469.0,96.0,97.0,77.0,0.4740674625555772,-0.2466115692415653,1.2819999999999998,394.0,171.0,302.0,215.0,0.5208088793006316,0.0793809858236655,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.261
-1.0,-1.0,-1.0,-1.0,,,,394.0,171.0,302.0,214.0,0.5208088793006316,0.0793809858236655,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.24
-1.0,-1.0,-1.0,-1.0,,,,394.0,172.0,302.0,212.0,0.5208088793006316,0.0793809858236655,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.24
-1.0,-1.0,-1.0,-1.0,,,,394.0,172.0,301.0,213.0,0.5185848618698735,0.0793809858236655,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.24
-1.0,-1.0,-1.0,-1.0,,,,393.0,171.0,302.0,214.0,0.5206759298612843,0.07970107044392223,1.245,-1.0,-1.0,-1.0,-1.0,,,,1.245
-1.0,-1.0,-1.0,-1.0,,,,393.0,172.0,301.0,214.0,0.5201086247616574,0.0821808928044886,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.249
470.0,97.0,97.0,78.0,0.47265099986165005,-0.24015851303547006,1.272,374.0,154.0,320.0,242.0,0.50194857919606,0.07357925234619203,1.254,-1.0,-1.0,-1.0,-1.0,,,,1.263
472.0,98.0,98.0,78.0,0.4794952341485638,-0.23789380852540815,1.272,377.0,163.0,302.0,242.0,0.4865062323703238,0.09329966612629367,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.2605
473.0,101.0,95.0,77.0,0.4757131503211033,-0.2326305491923749,1.268,381.0,160.0,308.0,232.0,0.5021873488196128,0.07550962881140556,1.249,-1.0,-1.0,-1.0,-1.0,,,,1.2585000000000002
473.0,101.0,94.0,78.0,0.4738373098229917,-0.2294645556438415,1.263,381.0,159.0,309.0,232.0,0.5005790626744739,0.07305117158772652,1.245,-1.0,-1.0,-1.0,-1.0,,,,1.254
475.0,103.0,93.0,78.0,0.4761025791899655,-0.22496719432904888,1.263,382.0,162.0,306.0,232.0,0.4985687049930503,0.0793809858236655,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.2515
473.0,101.0,95.0,78.0,0.4723366374245024,-0.22873782704322754,1.259,382.0,163.0,305.0,233.0,0.4963446875622922,0.08158871663536098,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.2495
473.0,101.0,95.0,78.0,0.4723366374245024,-0.22873782704322754,1.259,382.0,163.0,305.0,232.0,0.4963446875622922,0.08158871663536098,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.2495
473.0,100.0,96.0,78.0,0.4745947325416995,-0.2309793859883281,1.259,380.0,162.0,306.0,235.0,0.494120670131534,0.08158871663536098,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.2495
473.0,102.0,96.0,78.0,0.4727099242313672,-0.2255967594877294,1.254,382.0,163.0,305.0,232.0,0.49834607743149495,0.08191770339598745,1.245,-1.0,-1.0,-1.0,-1.0,,,,1.2495
473.0,103.0,94.0,79.0,0.4704607969263908,-0.22336410268299864,1.254,381.0,164.0,303.0,233.0,0.4918966527007759,0.08379644744705646,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.247
478.0,104.0,91.0,78.0,0.4840580570065063,-0.22430558146503726,1.272,381.0,164.0,303.0,238.0,0.5045907598672476,0.09275304994361758,1.272,-1.0,-1.0,-1.0,-1.0,,,,1.272
-1.0,-1.0,-1.0,-1.0,,,,413.0,169.0,299.0,225.0,0.5752855913477702,0.08857043196485989,1.277,-1.0,-1.0,-1.0,-1.0,,,,1.277
495.0,106.0,94.0,73.0,0.5108198152212066,-0.21944543421487586,1.232,414.0,172.0,305.0,220.0,0.5615635097098548,0.0872871067979347,1.227,-1.0,-1.0,-1.0,-1.0,,,,1.2295
-1.0,-1.0,-1.0,-1.0,,,,418.0,162.0,313.0,215.0,0.5853053847926176,0.059511408518406125,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.24
506.0,95.0,99.0,76.0,0.5356040262603585,-0.2374395143787709,1.2229999999999999,458.0,148.0,326.0,177.0,0.6781515280021184,-0.01311772611140098,1.219,-1.0,-1.0,-1.0,-1.0,,,,1.2209999999999999
504.0,95.0,99.0,78.0,0.532954395163062,-0.2360315097187212,1.227,445.0,128.0,348.0,189.0,0.6782006690160101,-0.04378800800611502,1.227,-1.0,-1.0,-1.0,-1.0,,,,1.227
496.0,92.0,98.0,75.0,0.5174488220148211,-0.2479607702472265,1.232,441.0,153.0,321.0,193.0,0.6385880488742969,0.01519579365570735,1.227,-1.0,-1.0,-1.0,-1.0,,,,1.2295
494.0,93.0,98.0,74.0,0.5184429446183054,-0.24836060646173114,1.245,446.0,150.0,324.0,189.0,0.6539929567071853,0.004272867422036541,1.227,-1.0,-1.0,-1.0,-1.0,,,,1.2360000000000002
492.0,93.0,100.0,75.0,0.5141368270083573,-0.2473631743072663,1.24,442.0,152.0,322.0,194.0,0.6456096200247029,0.01525771620524161,1.232,-1.0,-1.0,-1.0,-1.0,,,,1.236
493.0,94.0,99.0,75.0,0.5124783211147819,-0.2443646194842948,1.236,444.0,153.0,322.0,192.0,0.6521394415166162,0.015307254244869015,1.236,-1.0,-1.0,-1.0,-1.0,,,,1.236
-1.0,-1.0,-1.0,-1.0,,,,444.0,130.0,348.0,191.0,0.7332974386886237,-0.04039021170817406,1.331,-1.0,-1.0,-1.0,-1.0,,,,1.331
-1.0,-1.0,-1.0,-1.0,,,,433.0,137.0,340.0,200.0,3.4544306941581513,-0.0592002930556123,6.5920000000000005,-1.0,-1.0,-1.0,-1.0,,,,6.5920000000000005
-1.0,-1.0,-1.0,-1.0,,,,393.0,157.0,315.0,185.0,3.3369963145556056,0.09633910256540136,7.779,-1.0,-1.0,-1.0,-1.0,,,,7.779
-1.0,-1.0,-1.0,-1.0,,,,324.0,151.0,326.0,146.0,2.4580126126091097,-0.2499096471156305,7.779,-1.0,-1.0,-1.0,-1.0,,,,7.779
219.0,127.0,74.0,54.0,-0.204138032580051,-0.3254257821773944,2.076,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,2.076
